Country ISO3,Country,Year,ISIC Division,ISIC Division Desc,Measure,Value LCU,Value USD
LTU,Lithuania,2007,29-30,Manufacture of transport equipment,Current prices,169080000.0,231330000.0
LTU,Lithuania,2007,31-32,"Manufacture of furniture, other manufacturing",Current prices,432420000.0,591610000.0
LTU,Lithuania,2008,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,999970000.0,1464820000.0
LTU,Lithuania,2008,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,396410000.0,580680000.0
LTU,Lithuania,2008,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,348540000.0,510570000.0
LTU,Lithuania,2008,17-18,Manufacture of paper products and printing,Current prices,195650000.0,286600000.0
LTU,Lithuania,2008,19,Manufacture of coke and refined petroleum products,Current prices,628250000.0,920300000.0
LTU,Lithuania,2008,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,645720000.0,945900000.0
LTU,Lithuania,2008,22,Manufacture of rubber and plastics products,Current prices,266630000.0,390580000.0
LTU,Lithuania,2008,23,Manufacture of other non-metallic mineral products,Current prices,265190000.0,388470000.0
LTU,Lithuania,2008,24,Manufacture of basic metals,Current prices,27480000.0,40260000.0
LTU,Lithuania,2008,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,634080000.0,928850000.0
LTU,Lithuania,2008,29-30,Manufacture of transport equipment,Current prices,207170000.0,303480000.0
LTU,Lithuania,2008,31-32,"Manufacture of furniture, other manufacturing",Current prices,512200000.00000006,750300000.0
LTU,Lithuania,2009,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,1083560000.0,1506140000.0
LTU,Lithuania,2009,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,309870000.0,430720000.0
LTU,Lithuania,2009,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,274690000.0,381820000.0
LTU,Lithuania,2009,17-18,Manufacture of paper products and printing,Current prices,156620000.0,217700000.0
LTU,Lithuania,2009,19,Manufacture of coke and refined petroleum products,Current prices,388060000.0,539400000.0
LTU,Lithuania,2009,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,437700000.0,608400000.0
LTU,Lithuania,2009,22,Manufacture of rubber and plastics products,Current prices,195280000.0,271440000.0
LTU,Lithuania,2009,23,Manufacture of other non-metallic mineral products,Current prices,136210000.0,189330000.0
LTU,Lithuania,2009,24,Manufacture of basic metals,Current prices,19170000.0,26640000.0
LTU,Lithuania,2009,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,444290000.0,617560000.0
LTU,Lithuania,2009,29-30,Manufacture of transport equipment,Current prices,127360000.0,177030000.0
LTU,Lithuania,2009,31-32,"Manufacture of furniture, other manufacturing",Current prices,418630000.0,581900000.0
LTU,Lithuania,2010,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,1131430000.0,1498880000.0
LTU,Lithuania,2010,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,369860000.0,489980000.0
LTU,Lithuania,2010,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,325350000.0,431010000.0
LTU,Lithuania,2010,17-18,Manufacture of paper products and printing,Current prices,200640000.0,265800000.0
LTU,Lithuania,2010,19,Manufacture of coke and refined petroleum products,Current prices,533299999.99999994,706500000.0
LTU,Lithuania,2010,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,571570000.0,757200000.0
LTU,Lithuania,2010,22,Manufacture of rubber and plastics products,Current prices,241040000.0,319320000.0
LTU,Lithuania,2010,23,Manufacture of other non-metallic mineral products,Current prices,152140000.0,201550000.0
LTU,Lithuania,2010,24,Manufacture of basic metals,Current prices,25300000.0,33520000.000000004
LTU,Lithuania,2010,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,522450000.00000006,692110000.0
LTU,Lithuania,2010,29-30,Manufacture of transport equipment,Current prices,145090000.0,192210000.0
LTU,Lithuania,2010,31-32,"Manufacture of furniture, other manufacturing",Current prices,457130000.0,605590000.0
LTU,Lithuania,2011,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,1286200000.0,1789930000.0
LTU,Lithuania,2011,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,446030000.0,620710000.0
LTU,Lithuania,2011,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,387840000.0,539740000.0
LTU,Lithuania,2011,17-18,Manufacture of paper products and printing,Current prices,246690000.0,343300000.0
LTU,Lithuania,2011,19,Manufacture of coke and refined petroleum products,Current prices,709380000.0,987200000.0
LTU,Lithuania,2011,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,725190000.0,1009200000.0
LTU,Lithuania,2011,22,Manufacture of rubber and plastics products,Current prices,292150000.0,406560000.0
LTU,Lithuania,2011,23,Manufacture of other non-metallic mineral products,Current prices,193510000.0,269300000.0
LTU,Lithuania,2011,24,Manufacture of basic metals,Current prices,37430000.0,52090000.0
LTU,Lithuania,2011,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,638300000.0,888280000.0
LTU,Lithuania,2011,29-30,Manufacture of transport equipment,Current prices,128800000.00000001,179240000.0
LTU,Lithuania,2011,31-32,"Manufacture of furniture, other manufacturing",Current prices,607280000.0,845110000.0
LTU,Lithuania,2012,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,1374560000.0,1766780000.0
LTU,Lithuania,2012,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,469360000.0,603290000.0
LTU,Lithuania,2012,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,390990000.0,502550000.0
LTU,Lithuania,2012,17-18,Manufacture of paper products and printing,Current prices,272460000.0,350200000.0
LTU,Lithuania,2012,19,Manufacture of coke and refined petroleum products,Current prices,756380000.0,972200000.0
LTU,Lithuania,2012,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,739730000.0,950800000.0
LTU,Lithuania,2012,22,Manufacture of rubber and plastics products,Current prices,328610000.0,422370000.0
LTU,Lithuania,2012,23,Manufacture of other non-metallic mineral products,Current prices,212240000.0,272800000.0
LTU,Lithuania,2012,24,Manufacture of basic metals,Current prices,40690000.0,52300000.0
LTU,Lithuania,2012,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,706700000.0,908350000.0
LTU,Lithuania,2012,29-30,Manufacture of transport equipment,Current prices,162360000.0,208690000.0
LTU,Lithuania,2012,31-32,"Manufacture of furniture, other manufacturing",Current prices,715160000.0,919230000.0
LTU,Lithuania,2013,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,1466030000.0,1946130000.0
LTU,Lithuania,2013,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,489810000.0,650220000.0
LTU,Lithuania,2013,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,434880000.0,577300000.0
LTU,Lithuania,2013,17-18,Manufacture of paper products and printing,Current prices,312400000.0,414700000.0
LTU,Lithuania,2013,19,Manufacture of coke and refined petroleum products,Current prices,438950000.0,582700000.0
LTU,Lithuania,2013,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,608900000.0,808300000.0
LTU,Lithuania,2013,22,Manufacture of rubber and plastics products,Current prices,376330000.0,499570000.0
LTU,Lithuania,2013,23,Manufacture of other non-metallic mineral products,Current prices,248130000.0,329390000.0
LTU,Lithuania,2013,24,Manufacture of basic metals,Current prices,43340000.0,57530000.0
LTU,Lithuania,2013,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,732380000.0,972220000.0
LTU,Lithuania,2013,29-30,Manufacture of transport equipment,Current prices,186040000.0,246960000.0
LTU,Lithuania,2013,31-32,"Manufacture of furniture, other manufacturing",Current prices,778260000.0,1033130000.0000001
LTU,Lithuania,2014,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,1476100000.0,1960040000.0
LTU,Lithuania,2014,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,522159999.99999994,693340000.0
LTU,Lithuania,2014,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,467730000.0,621070000.0
LTU,Lithuania,2014,17-18,Manufacture of paper products and printing,Current prices,329930000.0,438100000.0
LTU,Lithuania,2014,19,Manufacture of coke and refined petroleum products,Current prices,268399999.99999997,356400000.0
LTU,Lithuania,2014,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,637500000.0,846500000.0
LTU,Lithuania,2014,22,Manufacture of rubber and plastics products,Current prices,395120000.0,524669999.99999994
LTU,Lithuania,2014,23,Manufacture of other non-metallic mineral products,Current prices,265930000.0,353120000.0
LTU,Lithuania,2014,24,Manufacture of basic metals,Current prices,23620000.0,31360000.0
LTU,Lithuania,2014,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,768230000.0,1020090000.0
LTU,Lithuania,2014,29-30,Manufacture of transport equipment,Current prices,182130000.0,241840000.0
LTU,Lithuania,2014,31-32,"Manufacture of furniture, other manufacturing",Current prices,849940000.0,1128600000.0
LTU,Lithuania,2015,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,1440420000.0,1598160000.0
LTU,Lithuania,2015,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,510650000.0,566570000.0
LTU,Lithuania,2015,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,463920000.0,514720000.0
LTU,Lithuania,2015,17-18,Manufacture of paper products and printing,Current prices,332580000.0,369000000.0
LTU,Lithuania,2015,19,Manufacture of coke and refined petroleum products,Current prices,252990000.0,280700000.0
LTU,Lithuania,2015,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,703910000.0,781000000.0
LTU,Lithuania,2015,22,Manufacture of rubber and plastics products,Current prices,384730000.0,426870000.0
LTU,Lithuania,2015,23,Manufacture of other non-metallic mineral products,Current prices,240020000.0,266310000.0
LTU,Lithuania,2015,24,Manufacture of basic metals,Current prices,21170000.0,23490000.0
LTU,Lithuania,2015,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,811330000.0,900180000.0
LTU,Lithuania,2015,29-30,Manufacture of transport equipment,Current prices,197290000.0,218890000.0
LTU,Lithuania,2015,31-32,"Manufacture of furniture, other manufacturing",Current prices,888760000.0,986090000.0
LTU,Lithuania,2016,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,1438690000.0,1592490000.0
LTU,Lithuania,2016,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,536340000.00000006,593670000.0
LTU,Lithuania,2016,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,497580000.0,550770000.0
LTU,Lithuania,2016,17-18,Manufacture of paper products and printing,Current prices,338780000.0,375000000.0
LTU,Lithuania,2016,19,Manufacture of coke and refined petroleum products,Current prices,284490000.0,314900000.0
LTU,Lithuania,2016,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,615500000.0,681300000.0
LTU,Lithuania,2016,22,Manufacture of rubber and plastics products,Current prices,412930000.0,457080000.0
LTU,Lithuania,2016,23,Manufacture of other non-metallic mineral products,Current prices,253130000.0,280190000.0
LTU,Lithuania,2016,24,Manufacture of basic metals,Current prices,18990000.0,21020000.0
LTU,Lithuania,2016,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,853480000.0,944720000.0
LTU,Lithuania,2016,29-30,Manufacture of transport equipment,Current prices,217320000.0,240550000.0
LTU,Lithuania,2016,31-32,"Manufacture of furniture, other manufacturing",Current prices,904800000.0,1001530000.0
LTU,Lithuania,2017,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,1522980000.0,1720480000.0
LTU,Lithuania,2017,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,542030000.0,612320000.0
