Country ISO3,Country,Year,ISIC Division,ISIC Division Desc,Measure,Method,Value LCU (million national currency),Value USD (million USD)
ARG,Argentina,2006,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,17100.47,5598.8
ARG,Argentina,2006,22,Manufacture of rubber and plastics products,Current prices,Source,6294.32,2060.8
ARG,Argentina,2006,23,Manufacture of other non-metallic mineral products,Current prices,Source,5909.78,1934.9
ARG,Argentina,2006,24,Manufacture of basic metals,Current prices,Source,12586.2,4120.8
ARG,Argentina,2006,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,20251.91,6630.6
ARG,Argentina,2006,29-30,Manufacture of transport equipment,Current prices,Source,9023.04,2954.2
ARG,Argentina,2007,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,46158.62,14910.8
ARG,Argentina,2007,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,14504.05,4685.3
ARG,Argentina,2007,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,3473.32,1122
ARG,Argentina,2007,17-18,Manufacture of paper products and printing,Current prices,Source,11836.53,3823.6
ARG,Argentina,2007,19,Manufacture of coke and refined petroleum products,Current prices,Source,6890.92,2226
ARG,Argentina,2007,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,19232.34,6212.7
ARG,Argentina,2007,22,Manufacture of rubber and plastics products,Current prices,Source,7662.66,2475.3
ARG,Argentina,2007,23,Manufacture of other non-metallic mineral products,Current prices,Source,7194.6,2324.1
ARG,Argentina,2007,24,Manufacture of basic metals,Current prices,Source,13505.08,4362.6
ARG,Argentina,2007,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,26079.61,8424.6
ARG,Argentina,2007,29-30,Manufacture of transport equipment,Current prices,Source,11079.64,3579.1
ARG,Argentina,2008,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,61415.51,19533.2
ARG,Argentina,2008,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,16137.72,5132.6
ARG,Argentina,2008,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,3791.23,1205.8
ARG,Argentina,2008,17-18,Manufacture of paper products and printing,Current prices,Source,14229.84,4525.8
ARG,Argentina,2008,19,Manufacture of coke and refined petroleum products,Current prices,Source,8941.99,2844
ARG,Argentina,2008,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,24052.2,7649.8
ARG,Argentina,2008,22,Manufacture of rubber and plastics products,Current prices,Source,8681.34,2761.1
ARG,Argentina,2008,23,Manufacture of other non-metallic mineral products,Current prices,Source,8682.6,2761.5
ARG,Argentina,2008,24,Manufacture of basic metals,Current prices,Source,17684.96,5624.7
ARG,Argentina,2008,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,32399.94,10304.8
ARG,Argentina,2008,29-30,Manufacture of transport equipment,Current prices,Source,13484.36,4288.7
ARG,Argentina,2009,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,69531.54,18741.1
ARG,Argentina,2009,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,17235.69,4645.6
ARG,Argentina,2009,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,3739.79,1008
ARG,Argentina,2009,17-18,Manufacture of paper products and printing,Current prices,Source,15316.45,4128.3
ARG,Argentina,2009,19,Manufacture of coke and refined petroleum products,Current prices,Source,9871.86,2660.8
ARG,Argentina,2009,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,26664.93,7187.1
ARG,Argentina,2009,22,Manufacture of rubber and plastics products,Current prices,Source,9718.63,2619.5
ARG,Argentina,2009,23,Manufacture of other non-metallic mineral products,Current prices,Source,8782.94,2367.3
ARG,Argentina,2009,24,Manufacture of basic metals,Current prices,Source,13902.9,3747.3
ARG,Argentina,2009,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,29350.31,7910.9
ARG,Argentina,2009,29-30,Manufacture of transport equipment,Current prices,Source,12797.65,3449.4
ARG,Argentina,2010,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,89533.08,22979
ARG,Argentina,2010,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,23624.05,6063.2
ARG,Argentina,2010,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,4746.86,1218.3
ARG,Argentina,2010,17-18,Manufacture of paper products and printing,Current prices,Source,19266.03,4944.7
ARG,Argentina,2010,19,Manufacture of coke and refined petroleum products,Current prices,Source,13498.73,3464.5
ARG,Argentina,2010,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,33763.39,8665.5
ARG,Argentina,2010,22,Manufacture of rubber and plastics products,Current prices,Source,14105,3620.1
ARG,Argentina,2010,23,Manufacture of other non-metallic mineral products,Current prices,Source,11693.58,3001.2
ARG,Argentina,2010,24,Manufacture of basic metals,Current prices,Source,20724.81,5319.1
ARG,Argentina,2010,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,42200.83,10831
ARG,Argentina,2010,29-30,Manufacture of transport equipment,Current prices,Source,19592.93,5028.6
ARG,Argentina,2011,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,117627.27,28618.8
ARG,Argentina,2011,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,32379.27,7877.9
ARG,Argentina,2011,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,6205.9,1509.9
ARG,Argentina,2011,17-18,Manufacture of paper products and printing,Current prices,Source,25315.59,6159.3
ARG,Argentina,2011,19,Manufacture of coke and refined petroleum products,Current prices,Source,17526.46,4264.2
ARG,Argentina,2011,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,42353.76,10304.7
ARG,Argentina,2011,22,Manufacture of rubber and plastics products,Current prices,Source,18376.44,4471
ARG,Argentina,2011,23,Manufacture of other non-metallic mineral products,Current prices,Source,15129.43,3681
ARG,Argentina,2011,24,Manufacture of basic metals,Current prices,Source,25679.74,6247.9
ARG,Argentina,2011,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,58106.28,14137.3
ARG,Argentina,2011,29-30,Manufacture of transport equipment,Current prices,Source,25283.53,6151.5
ARG,Argentina,2012,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,142204.17,31343.7
ARG,Argentina,2012,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,36227.39,7985
ARG,Argentina,2012,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,6796.32,1498
ARG,Argentina,2012,17-18,Manufacture of paper products and printing,Current prices,Source,28618.95,6308
ARG,Argentina,2012,19,Manufacture of coke and refined petroleum products,Current prices,Source,23001.33,5069.8
ARG,Argentina,2012,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,51302.24,11307.7
ARG,Argentina,2012,22,Manufacture of rubber and plastics products,Current prices,Source,22334.85,4922.9
ARG,Argentina,2012,23,Manufacture of other non-metallic mineral products,Current prices,Source,17298.86,3812.9
ARG,Argentina,2012,24,Manufacture of basic metals,Current prices,Source,26557.83,5853.7
ARG,Argentina,2012,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,66593.06,14678
ARG,Argentina,2012,29-30,Manufacture of transport equipment,Current prices,Source,27751.95,6116.9
ARG,Argentina,2013,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,174878.81,32032.9
ARG,Argentina,2013,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,45658.18,8363.3
ARG,Argentina,2013,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,8535.69,1563.5
ARG,Argentina,2013,17-18,Manufacture of paper products and printing,Current prices,Source,36549.26,6694.8
ARG,Argentina,2013,19,Manufacture of coke and refined petroleum products,Current prices,Source,28232.48,5171.4
ARG,Argentina,2013,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,64157.74,11751.9
ARG,Argentina,2013,22,Manufacture of rubber and plastics products,Current prices,Source,27961.7,5121.8
ARG,Argentina,2013,23,Manufacture of other non-metallic mineral products,Current prices,Source,22916.71,4197.7
ARG,Argentina,2013,24,Manufacture of basic metals,Current prices,Source,32491.87,5951.6
ARG,Argentina,2013,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,81568.14,14941
ARG,Argentina,2013,29-30,Manufacture of transport equipment,Current prices,Source,37034.05,6783.6
ARG,Argentina,2014,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,246251.62,30494.5
ARG,Argentina,2014,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,60431.36,7483.5
ARG,Argentina,2014,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,10580.23,1310.2
ARG,Argentina,2014,17-18,Manufacture of paper products and printing,Current prices,Source,46825.32,5798.6
ARG,Argentina,2014,19,Manufacture of coke and refined petroleum products,Current prices,Source,42351.61,5244.6
ARG,Argentina,2014,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,88069.81,10906.1
ARG,Argentina,2014,22,Manufacture of rubber and plastics products,Current prices,Source,37018.7,4584.2
ARG,Argentina,2014,23,Manufacture of other non-metallic mineral products,Current prices,Source,30506.79,3777.8
ARG,Argentina,2014,24,Manufacture of basic metals,Current prices,Source,47467.3,5878.1
ARG,Argentina,2014,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,103388.61,12803.1
ARG,Argentina,2014,29-30,Manufacture of transport equipment,Current prices,Source,42259.56,5233.2
ARG,Argentina,2015,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,307877.03,33344.6
ARG,Argentina,2015,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,79402.66,8599.7
ARG,Argentina,2015,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,14136.94,1531.1
ARG,Argentina,2015,17-18,Manufacture of paper products and printing,Current prices,Source,59846.77,6481.7
ARG,Argentina,2015,19,Manufacture of coke and refined petroleum products,Current prices,Source,46598.06,5046.8
ARG,Argentina,2015,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,106069.04,11487.8
ARG,Argentina,2015,22,Manufacture of rubber and plastics products,Current prices,Source,49875.85,5401.8
ARG,Argentina,2015,23,Manufacture of other non-metallic mineral products,Current prices,Source,39893.84,4320.7
ARG,Argentina,2015,24,Manufacture of basic metals,Current prices,Source,50876.72,5510.2
ARG,Argentina,2015,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,134888.59,14609.1
ARG,Argentina,2015,29-30,Manufacture of transport equipment,Current prices,Source,49320.93,5341.7
ARG,Argentina,2016,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,423413.66,28690.1
ARG,Argentina,2016,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,96612.95,6546.4
ARG,Argentina,2016,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,18062.54,1223.9
ARG,Argentina,2016,17-18,Manufacture of paper products and printing,Current prices,Source,80855.64,5478.7
ARG,Argentina,2016,19,Manufacture of coke and refined petroleum products,Current prices,Source,56534.16,3830.7
ARG,Argentina,2016,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,157238.08,10654.3
ARG,Argentina,2016,22,Manufacture of rubber and plastics products,Current prices,Source,60973.42,4131.5
ARG,Argentina,2016,23,Manufacture of other non-metallic mineral products,Current prices,Source,49228.86,3335.7
ARG,Argentina,2016,24,Manufacture of basic metals,Current prices,Source,62962.82,4266.3
ARG,Argentina,2016,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,172068.56,11659.2
ARG,Argentina,2016,29-30,Manufacture of transport equipment,Current prices,Source,69493.32,4708.8
ARG,Argentina,2017,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,523066.94,31581
ARG,Argentina,2017,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,104608.42,6315.9
ARG,Argentina,2017,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,22712.44,1371.3
